op1	operation	op2	result	correct	dev	label	subject	Weight	Nested	Procedure
6	+	2	8	1	0	6 + 2 = 8	31	1		TrialProc
8	-	8	0	1	0	8 - 8 = 0	31	1		TrialProc
4	-	2	0	0	-2	4 - 2 = 0	31	1		TrialProc
2	-	9	-7	1	0	2 - 9 = -7	31	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	31	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	31	1		TrialProc
9	+	8	15	0	-2	9 + 8 = 15	31	1		TrialProc
7	-	2	4	0	-1	7 - 2 = 4	31	1		TrialProc
5	+	3	7	0	-1	5 + 3 = 7	31	1		TrialProc
6	+	9	13	0	-2	6 + 9 = 13	31	1		TrialProc
2	-	7	-5	1	0	2 - 7 = -5	31	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	31	1		TrialProc
5	-	2	1	0	-2	5 - 2 = 1	31	1		TrialProc
7	+	2	7	0	-2	7 + 2 = 7	31	1		TrialProc
3	+	8	11	1	0	3 + 8 = 11	31	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	31	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	31	1		TrialProc
8	-	3	4	0	-1	8 - 3 = 4	31	1		TrialProc
3	+	7	8	0	-2	3 + 7 = 8	31	1		TrialProc
5	+	3	7	0	-1	5 + 3 = 7	31	1		TrialProc
7	-	2	4	0	-1	7 - 2 = 4	31	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	31	1		TrialProc
4	-	5	-2	0	-1	4 - 5 = -2	31	1		TrialProc
2	+	3	5	1	0	2 + 3 = 5	31	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	31	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	31	1		TrialProc
8	+	4	12	1	0	8 + 4 = 12	31	1		TrialProc
2	-	5	-5	0	-2	2 - 5 = -5	31	1		TrialProc
2	-	6	-5	0	-1	2 - 6 = -5	31	1		TrialProc
8	-	2	6	1	0	8 - 2 = 6	31	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	31	1		TrialProc
4	+	7	10	0	-1	4 + 7 = 10	31	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	31	1		TrialProc
4	-	5	-1	1	0	4 - 5 = -1	31	1		TrialProc
8	+	2	9	0	-1	8 + 2 = 9	31	1		TrialProc
8	+	7	15	1	0	8 + 7 = 15	31	1		TrialProc
5	+	3	6	0	-2	5 + 3 = 6	31	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	31	1		TrialProc
6	+	9	13	0	-2	6 + 9 = 13	31	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	31	1		TrialProc
8	-	2	4	0	-2	8 - 2 = 4	32	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	32	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	32	1		TrialProc
6	+	3	8	0	-1	6 + 3 = 8	32	1		TrialProc
7	+	3	8	0	-2	7 + 3 = 8	32	1		TrialProc
8	-	2	6	1	0	8 - 2 = 6	32	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	32	1		TrialProc
8	+	7	13	0	-2	8 + 7 = 13	32	1		TrialProc
7	-	5	0	0	-2	7 - 5 = 0	32	1		TrialProc
6	+	9	14	0	-1	6 + 9 = 14	32	1		TrialProc
4	+	5	9	1	0	4 + 5 = 9	32	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	32	1		TrialProc
7	-	3	2	0	-2	7 - 3 = 2	32	1		TrialProc
3	-	3	-1	0	-1	3 - 3 = -1	32	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	32	1		TrialProc
4	+	9	11	0	-2	4 + 9 = 11	32	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	32	1		TrialProc
9	-	5	4	1	0	9 - 5 = 4	32	1		TrialProc
4	+	8	10	0	-2	4 + 8 = 10	32	1		TrialProc
9	-	6	2	0	-1	9 - 6 = 2	32	1		TrialProc
5	-	6	-1	1	0	5 - 6 = -1	32	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	32	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	32	1		TrialProc
5	+	4	7	0	-2	5 + 4 = 7	32	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	32	1		TrialProc
9	+	3	11	0	-1	9 + 3 = 11	32	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	32	1		TrialProc
2	-	3	-2	0	-1	2 - 3 = -2	32	1		TrialProc
9	-	3	5	0	-1	9 - 3 = 5	32	1		TrialProc
9	-	4	3	0	-2	9 - 4 = 3	32	1		TrialProc
6	-	7	-2	0	-1	6 - 7 = -2	32	1		TrialProc
6	+	6	11	0	-1	6 + 6 = 11	32	1		TrialProc
5	-	8	-5	0	-2	5 - 8 = -5	32	1		TrialProc
5	+	8	13	1	0	5 + 8 = 13	32	1		TrialProc
2	-	3	-2	0	-1	2 - 3 = -2	32	1		TrialProc
3	+	3	6	1	0	3 + 3 = 6	32	1		TrialProc
3	+	3	5	0	-1	3 + 3 = 5	32	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	32	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	32	1		TrialProc
9	+	4	12	0	-1	9 + 4 = 12	32	1		TrialProc
9	-	2	7	1	0	9 - 2 = 7	32	1		TrialProc
4	+	7	10	0	-1	4 + 7 = 10	32	1		TrialProc
8	-	2	6	1	0	8 - 2 = 6	32	1		TrialProc
8	-	8	-2	0	-2	8 - 8 = -2	32	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	32	1		TrialProc
5	+	8	12	0	-1	5 + 8 = 12	32	1		TrialProc
2	+	6	8	1	0	2 + 6 = 8	32	1		TrialProc
5	+	6	11	1	0	5 + 6 = 11	32	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	32	1		TrialProc
9	-	9	-1	0	-1	9 - 9 = -1	32	1		TrialProc
5	-	6	-2	0	-1	5 - 6 = -2	32	1		TrialProc
7	-	9	-2	1	0	7 - 9 = -2	32	1		TrialProc
2	+	9	9	0	-2	2 + 9 = 9	32	1		TrialProc
2	-	7	-5	1	0	2 - 7 = -5	32	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	32	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	32	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	32	1		TrialProc
4	-	9	-5	1	0	4 - 9 = -5	32	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	32	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	32	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	33	1		TrialProc
2	+	4	6	1	0	2 + 4 = 6	33	1		TrialProc
7	-	7	-1	0	-1	7 - 7 = -1	33	1		TrialProc
3	+	6	8	0	-1	3 + 6 = 8	33	1		TrialProc
9	+	8	17	1	0	9 + 8 = 17	33	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	33	1		TrialProc
9	+	3	11	0	-1	9 + 3 = 11	33	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	33	1		TrialProc
9	-	3	6	1	0	9 - 3 = 6	33	1		TrialProc
7	-	5	0	0	-2	7 - 5 = 0	33	1		TrialProc
7	+	7	13	0	-1	7 + 7 = 13	33	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	33	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	33	1		TrialProc
9	+	2	10	0	-1	9 + 2 = 10	33	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	33	1		TrialProc
9	-	6	1	0	-2	9 - 6 = 1	33	1		TrialProc
3	-	2	0	0	-1	3 - 2 = 0	33	1		TrialProc
5	-	4	1	1	0	5 - 4 = 1	33	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	33	1		TrialProc
3	-	6	-4	0	-1	3 - 6 = -4	33	1		TrialProc
5	-	5	-2	0	-2	5 - 5 = -2	33	1		TrialProc
7	+	2	9	1	0	7 + 2 = 9	33	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	33	1		TrialProc
3	+	6	8	0	-1	3 + 6 = 8	33	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	33	1		TrialProc
9	-	5	4	1	0	9 - 5 = 4	33	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	33	1		TrialProc
8	-	2	4	0	-2	8 - 2 = 4	33	1		TrialProc
2	-	4	-2	1	0	2 - 4 = -2	33	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	33	1		TrialProc
3	+	8	11	1	0	3 + 8 = 11	33	1		TrialProc
4	+	2	4	0	-2	4 + 2 = 4	33	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	33	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	33	1		TrialProc
8	-	6	0	0	-2	8 - 6 = 0	33	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	33	1		TrialProc
6	+	6	10	0	-2	6 + 6 = 10	33	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	33	1		TrialProc
2	-	8	-8	0	-2	2 - 8 = -8	33	1		TrialProc
4	-	3	0	0	-1	4 - 3 = 0	33	1		TrialProc
8	-	7	-1	0	-2	8 - 7 = -1	33	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	33	1		TrialProc
4	+	5	7	0	-2	4 + 5 = 7	33	1		TrialProc
3	+	2	4	0	-1	3 + 2 = 4	33	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	33	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	33	1		TrialProc
4	-	2	0	0	-2	4 - 2 = 0	33	1		TrialProc
6	-	9	-4	0	-1	6 - 9 = -4	33	1		TrialProc
5	-	2	3	1	0	5 - 2 = 3	33	1		TrialProc
9	+	4	11	0	-2	9 + 4 = 11	33	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	33	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	33	1		TrialProc
5	+	8	11	0	-2	5 + 8 = 11	33	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	33	1		TrialProc
2	+	5	6	0	-1	2 + 5 = 6	33	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	33	1		TrialProc
9	-	2	6	0	-1	9 - 2 = 6	33	1		TrialProc
9	-	2	5	0	-2	9 - 2 = 5	33	1		TrialProc
2	+	8	9	0	-1	2 + 8 = 9	33	1		TrialProc
9	-	5	4	1	0	9 - 5 = 4	33	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	34	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	34	1		TrialProc
8	+	6	12	0	-2	8 + 6 = 12	34	1		TrialProc
8	-	2	5	0	-1	8 - 2 = 5	34	1		TrialProc
9	+	9	17	0	-1	9 + 9 = 17	34	1		TrialProc
4	-	7	-3	1	0	4 - 7 = -3	34	1		TrialProc
5	-	3	0	0	-2	5 - 3 = 0	34	1		TrialProc
8	-	6	2	1	0	8 - 6 = 2	34	1		TrialProc
2	-	5	-5	0	-2	2 - 5 = -5	34	1		TrialProc
7	-	4	1	0	-2	7 - 4 = 1	34	1		TrialProc
5	+	3	6	0	-2	5 + 3 = 6	34	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	34	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	34	1		TrialProc
4	-	5	-2	0	-1	4 - 5 = -2	34	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	34	1		TrialProc
4	-	8	-4	1	0	4 - 8 = -4	34	1		TrialProc
8	-	9	-2	0	-1	8 - 9 = -2	34	1		TrialProc
6	-	8	-4	0	-2	6 - 8 = -4	34	1		TrialProc
6	+	8	13	0	-1	6 + 8 = 13	34	1		TrialProc
2	-	6	-5	0	-1	2 - 6 = -5	34	1		TrialProc
9	-	6	1	0	-2	9 - 6 = 1	34	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	34	1		TrialProc
3	+	7	8	0	-2	3 + 7 = 8	34	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	34	1		TrialProc
8	+	5	13	1	0	8 + 5 = 13	34	1		TrialProc
9	-	3	5	0	-1	9 - 3 = 5	34	1		TrialProc
2	+	2	4	1	0	2 + 2 = 4	34	1		TrialProc
7	+	9	14	0	-2	7 + 9 = 14	34	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	34	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	34	1		TrialProc
3	+	4	6	0	-1	3 + 4 = 6	34	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	34	1		TrialProc
5	+	5	8	0	-2	5 + 5 = 8	34	1		TrialProc
9	-	5	3	0	-1	9 - 5 = 3	34	1		TrialProc
4	+	8	10	0	-2	4 + 8 = 10	34	1		TrialProc
3	-	7	-4	1	0	3 - 7 = -4	34	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	34	1		TrialProc
5	+	6	11	1	0	5 + 6 = 11	34	1		TrialProc
8	+	7	14	0	-1	8 + 7 = 14	34	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	34	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	34	1		TrialProc
7	-	9	-2	1	0	7 - 9 = -2	34	1		TrialProc
9	-	8	0	0	-1	9 - 8 = 0	34	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	34	1		TrialProc
3	+	4	5	0	-2	3 + 4 = 5	34	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	34	1		TrialProc
3	-	2	-1	0	-2	3 - 2 = -1	34	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	34	1		TrialProc
3	+	3	6	1	0	3 + 3 = 6	34	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	34	1		TrialProc
8	-	5	3	1	0	8 - 5 = 3	34	1		TrialProc
3	+	9	10	0	-2	3 + 9 = 10	34	1		TrialProc
7	+	7	12	0	-2	7 + 7 = 12	34	1		TrialProc
7	+	4	11	1	0	7 + 4 = 11	34	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	34	1		TrialProc
4	-	8	-6	0	-2	4 - 8 = -6	34	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	34	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	34	1		TrialProc
7	+	5	12	1	0	7 + 5 = 12	34	1		TrialProc
8	-	3	3	0	-2	8 - 3 = 3	34	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	35	1		TrialProc
3	+	5	6	0	-2	3 + 5 = 6	35	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	35	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	35	1		TrialProc
9	+	5	12	0	-2	9 + 5 = 12	35	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	35	1		TrialProc
2	+	7	8	0	-1	2 + 7 = 8	35	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	35	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	35	1		TrialProc
6	+	7	12	0	-1	6 + 7 = 12	35	1		TrialProc
3	-	6	-4	0	-1	3 - 6 = -4	35	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	35	1		TrialProc
3	+	6	8	0	-1	3 + 6 = 8	35	1		TrialProc
8	+	8	16	1	0	8 + 8 = 16	35	1		TrialProc
5	+	8	13	1	0	5 + 8 = 13	35	1		TrialProc
4	+	4	8	1	0	4 + 4 = 8	35	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	35	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	35	1		TrialProc
3	-	3	-1	0	-1	3 - 3 = -1	35	1		TrialProc
7	-	8	-2	0	-1	7 - 8 = -2	35	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	35	1		TrialProc
2	-	7	-5	1	0	2 - 7 = -5	35	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	35	1		TrialProc
2	+	9	10	0	-1	2 + 9 = 10	35	1		TrialProc
5	+	7	11	0	-1	5 + 7 = 11	35	1		TrialProc
5	-	4	0	0	-1	5 - 4 = 0	35	1		TrialProc
8	+	4	12	1	0	8 + 4 = 12	35	1		TrialProc
8	+	5	13	1	0	8 + 5 = 13	35	1		TrialProc
2	-	6	-6	0	-2	2 - 6 = -6	35	1		TrialProc
6	-	9	-3	1	0	6 - 9 = -3	35	1		TrialProc
8	-	6	2	1	0	8 - 6 = 2	35	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	35	1		TrialProc
3	+	2	3	0	-2	3 + 2 = 3	35	1		TrialProc
5	+	5	9	0	-1	5 + 5 = 9	35	1		TrialProc
7	+	4	9	0	-2	7 + 4 = 9	35	1		TrialProc
7	-	3	4	1	0	7 - 3 = 4	35	1		TrialProc
4	+	9	11	0	-2	4 + 9 = 11	35	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	35	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	35	1		TrialProc
9	+	4	13	1	0	9 + 4 = 13	35	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	35	1		TrialProc
8	+	9	15	0	-2	8 + 9 = 15	35	1		TrialProc
3	-	3	0	1	0	3 - 3 = 0	35	1		TrialProc
5	-	9	-6	0	-2	5 - 9 = -6	35	1		TrialProc
3	-	6	-5	0	-2	3 - 6 = -5	35	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	35	1		TrialProc
5	-	4	-1	0	-2	5 - 4 = -1	35	1		TrialProc
8	-	3	5	1	0	8 - 3 = 5	35	1		TrialProc
6	-	8	-3	0	-1	6 - 8 = -3	35	1		TrialProc
9	-	4	3	0	-2	9 - 4 = 3	35	1		TrialProc
2	-	8	-7	0	-1	2 - 8 = -7	35	1		TrialProc
8	+	8	15	0	-1	8 + 8 = 15	35	1		TrialProc
3	-	6	-4	0	-1	3 - 6 = -4	35	1		TrialProc
3	-	3	0	1	0	3 - 3 = 0	35	1		TrialProc
2	-	4	-2	1	0	2 - 4 = -2	35	1		TrialProc
9	+	6	13	0	-2	9 + 6 = 13	35	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	35	1		TrialProc
3	+	4	7	1	0	3 + 4 = 7	35	1		TrialProc
6	-	7	-1	1	0	6 - 7 = -1	35	1		TrialProc
8	-	7	-1	0	-2	8 - 7 = -1	35	1		TrialProc
2	+	8	10	1	0	2 + 8 = 10	36	1		TrialProc
7	+	3	8	0	-2	7 + 3 = 8	36	1		TrialProc
2	+	2	2	0	-2	2 + 2 = 2	36	1		TrialProc
7	-	7	-1	0	-1	7 - 7 = -1	36	1		TrialProc
5	-	9	-5	0	-1	5 - 9 = -5	36	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	36	1		TrialProc
7	+	6	12	0	-1	7 + 6 = 12	36	1		TrialProc
2	-	5	-5	0	-2	2 - 5 = -5	36	1		TrialProc
3	-	6	-3	1	0	3 - 6 = -3	36	1		TrialProc
9	-	6	2	0	-1	9 - 6 = 2	36	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	36	1		TrialProc
9	+	6	14	0	-1	9 + 6 = 14	36	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	36	1		TrialProc
7	-	3	2	0	-2	7 - 3 = 2	36	1		TrialProc
2	-	9	-9	0	-2	2 - 9 = -9	36	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	36	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	36	1		TrialProc
8	-	6	0	0	-2	8 - 6 = 0	36	1		TrialProc
8	+	4	12	1	0	8 + 4 = 12	36	1		TrialProc
2	-	9	-9	0	-2	2 - 9 = -9	36	1		TrialProc
7	+	7	12	0	-2	7 + 7 = 12	36	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	36	1		TrialProc
8	+	9	16	0	-1	8 + 9 = 16	36	1		TrialProc
7	+	4	9	0	-2	7 + 4 = 9	36	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	36	1		TrialProc
3	-	8	-5	1	0	3 - 8 = -5	36	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	36	1		TrialProc
4	+	2	6	1	0	4 + 2 = 6	36	1		TrialProc
4	+	4	8	1	0	4 + 4 = 8	36	1		TrialProc
5	-	7	-3	0	-1	5 - 7 = -3	36	1		TrialProc
3	-	4	-2	0	-1	3 - 4 = -2	36	1		TrialProc
3	-	2	-1	0	-2	3 - 2 = -1	36	1		TrialProc
4	-	6	-4	0	-2	4 - 6 = -4	36	1		TrialProc
4	+	6	8	0	-2	4 + 6 = 8	36	1		TrialProc
4	+	4	7	0	-1	4 + 4 = 7	36	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	36	1		TrialProc
8	+	9	15	0	-2	8 + 9 = 15	36	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	36	1		TrialProc
8	+	9	17	1	0	8 + 9 = 17	36	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	36	1		TrialProc
9	-	2	6	0	-1	9 - 2 = 6	36	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	36	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	36	1		TrialProc
3	+	4	7	1	0	3 + 4 = 7	36	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	36	1		TrialProc
2	-	7	-5	1	0	2 - 7 = -5	36	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	36	1		TrialProc
8	-	5	1	0	-2	8 - 5 = 1	36	1		TrialProc
2	+	3	3	0	-2	2 + 3 = 3	36	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	36	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	36	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	36	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	36	1		TrialProc
7	+	2	8	0	-1	7 + 2 = 8	36	1		TrialProc
6	+	4	8	0	-2	6 + 4 = 8	36	1		TrialProc
8	+	9	17	1	0	8 + 9 = 17	36	1		TrialProc
6	-	6	0	1	0	6 - 6 = 0	36	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	36	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	36	1		TrialProc
5	+	8	13	1	0	5 + 8 = 13	36	1		TrialProc
9	-	5	4	1	0	9 - 5 = 4	37	1		TrialProc
5	+	9	13	0	-1	5 + 9 = 13	37	1		TrialProc
6	-	2	3	0	-1	6 - 2 = 3	37	1		TrialProc
7	-	3	4	1	0	7 - 3 = 4	37	1		TrialProc
9	+	7	15	0	-1	9 + 7 = 15	37	1		TrialProc
7	+	4	11	1	0	7 + 4 = 11	37	1		TrialProc
3	-	2	1	1	0	3 - 2 = 1	37	1		TrialProc
8	-	7	-1	0	-2	8 - 7 = -1	37	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	37	1		TrialProc
8	+	8	16	1	0	8 + 8 = 16	37	1		TrialProc
5	-	6	-2	0	-1	5 - 6 = -2	37	1		TrialProc
4	+	4	8	1	0	4 + 4 = 8	37	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	37	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	37	1		TrialProc
7	+	6	11	0	-2	7 + 6 = 11	37	1		TrialProc
7	-	7	-2	0	-2	7 - 7 = -2	37	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	37	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	37	1		TrialProc
2	+	7	9	1	0	2 + 7 = 9	37	1		TrialProc
7	+	5	10	0	-2	7 + 5 = 10	37	1		TrialProc
2	+	8	9	0	-1	2 + 8 = 9	37	1		TrialProc
4	+	8	11	0	-1	4 + 8 = 11	37	1		TrialProc
6	+	6	11	0	-1	6 + 6 = 11	37	1		TrialProc
2	-	2	-1	0	-1	2 - 2 = -1	37	1		TrialProc
5	-	5	0	1	0	5 - 5 = 0	37	1		TrialProc
9	+	5	12	0	-2	9 + 5 = 12	37	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	37	1		TrialProc
3	-	3	-2	0	-2	3 - 3 = -2	37	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	37	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	37	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	37	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	37	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	37	1		TrialProc
5	-	8	-5	0	-2	5 - 8 = -5	37	1		TrialProc
7	+	6	12	0	-1	7 + 6 = 12	37	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	37	1		TrialProc
8	-	4	4	1	0	8 - 4 = 4	37	1		TrialProc
9	-	2	5	0	-2	9 - 2 = 5	37	1		TrialProc
2	+	2	2	0	-2	2 + 2 = 2	37	1		TrialProc
5	-	9	-4	1	0	5 - 9 = -4	37	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	37	1		TrialProc
9	-	7	1	0	-1	9 - 7 = 1	37	1		TrialProc
3	+	8	10	0	-1	3 + 8 = 10	37	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	37	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	37	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	37	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	37	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	37	1		TrialProc
5	-	4	-1	0	-2	5 - 4 = -1	37	1		TrialProc
7	+	6	13	1	0	7 + 6 = 13	37	1		TrialProc
4	+	7	10	0	-1	4 + 7 = 10	37	1		TrialProc
7	-	9	-4	0	-2	7 - 9 = -4	37	1		TrialProc
3	+	4	5	0	-2	3 + 4 = 5	37	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	37	1		TrialProc
8	+	8	15	0	-1	8 + 8 = 15	37	1		TrialProc
3	+	3	6	1	0	3 + 3 = 6	37	1		TrialProc
7	-	6	-1	0	-2	7 - 6 = -1	37	1		TrialProc
2	-	4	-3	0	-1	2 - 4 = -3	37	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	37	1		TrialProc
2	-	8	-8	0	-2	2 - 8 = -8	37	1		TrialProc
7	+	9	15	0	-1	7 + 9 = 15	38	1		TrialProc
6	-	7	-1	1	0	6 - 7 = -1	38	1		TrialProc
4	+	9	13	1	0	4 + 9 = 13	38	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	38	1		TrialProc
2	+	6	8	1	0	2 + 6 = 8	38	1		TrialProc
8	+	8	14	0	-2	8 + 8 = 14	38	1		TrialProc
9	-	3	4	0	-2	9 - 3 = 4	38	1		TrialProc
2	-	2	-1	0	-1	2 - 2 = -1	38	1		TrialProc
3	+	3	5	0	-1	3 + 3 = 5	38	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	38	1		TrialProc
5	+	4	8	0	-1	5 + 4 = 8	38	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	38	1		TrialProc
4	+	2	5	0	-1	4 + 2 = 5	38	1		TrialProc
3	+	4	7	1	0	3 + 4 = 7	38	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	38	1		TrialProc
4	-	6	-4	0	-2	4 - 6 = -4	38	1		TrialProc
2	+	9	9	0	-2	2 + 9 = 9	38	1		TrialProc
8	+	9	15	0	-2	8 + 9 = 15	38	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	38	1		TrialProc
3	-	2	1	1	0	3 - 2 = 1	38	1		TrialProc
7	+	2	7	0	-2	7 + 2 = 7	38	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	38	1		TrialProc
5	-	7	-2	1	0	5 - 7 = -2	38	1		TrialProc
4	+	9	11	0	-2	4 + 9 = 11	38	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	38	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	38	1		TrialProc
